area_type,availability,size,total_sqft,location,bath,LONGITUDE,LATITUDE,balcony,price
Super built-up  Area,Ready To Move,2,1130.58225,"Balewadi,Pune",2,18.097689,74.735239,2,100
Super built-up  Area,18-May,3,1012.479397,"Sector-39 Chandigarh,Chandigarh",3,30.73528,76.79111,2,86
Built-up  Area,Ready To Move,2,970.042796,"Prasadampadu,Vijayawada",2,16.519279,80.689083,1,34
Plot  Area,Ready To Move,2,769.6536559,"Ravet,Pune",2,18.651598,73.735448,2,42
Plot  Area,Ready To Move,3,2206.531333,"Whitefield,Bangalore",3,12.9958935,77.761394,2,150
Built-up  Area,Ready To Move,2,806.1561011,"Sunder shree apt 201 62 r sector mahalaxminagar,Indore",2,21,77,1,22
Super built-up  Area,Ready To Move,2,752.7272727,"Ambal Nagar,Chennai",3,13.09,80.27,2,41.4
Plot  Area,Ready To Move,2,895.8422632,"Jhotwara,Jaipur",2,26.955346,75.734793,2,20.9
Super built-up  Area,Ready To Move,2,990.0990099,"Perumbakkam,Chennai",2,12.9053,80.1986,2,58
Super built-up  Area,Ready To Move,1,650.0847937,"Chakan,Pune",2,18.744775,73.823649,,23
Plot  Area,Ready To Move,2,1245.108502,"Varthur Road,Bangalore",2,12.9407,77.7466,2,70
Built-up  Area,Ready To Move,3,2378.378378,"Sector-121 Mohali,Mohali",4,30.696627,76.693764,3,110
Built-up  Area,Ready To Move,2,1089.028042,"Mustafabad,Aurangabad",2,19.88879,75.34344,1,40
Super built-up  Area,Ready To Move,3,1365.187713,"New Town,Kolkata",2,22.5922,88.484911,1,80
Plot  Area,Ready To Move,2,650.0072223,"Malad (East),Lalitpur",4,19.1758,72.8643,3,180
Super built-up  Area,Ready To Move,3,1444.344299,"Sarjapur,Bangalore",2,12.86,77.786,1,64.1
Super built-up  Area,Ready To Move,2,958.0442683,"Mansarovar Extension,Jaipur",2,26.8626,75.7633,2,29
Built-up  Area,Ready To Move,2,150.6931887,"New Vijay Nagar Colony,Ghaziabad",4,28.644515,77.429607,,20
Plot  Area,Ready To Move,3,943.5233859,"Thane West,Lalitpur",1,19.18,72.96333,2,140
Super built-up  Area,18-Aug,4,3726.31412,"Rajaji Nagar,Bangalore",2,12.9847,77.5491,1,470
Super built-up  Area,Ready To Move,4,1800.42722,"Old Padra Road,Vadodara",3,22.23,73.08,2,59
Super built-up  Area,18-May,3,2000,"Annapurna Main Road,Indore",2,26.90595,83.977219,2,72
Plot  Area,Ready To Move,2,1004.016064,"Perungalathur,Chennai",1,12.9182,80.0824,2,40
Plot  Area,18-Apr,2,1063.043478,"Nagarbhavi,Bangalore",2,12.957468,77.516563,1,48.9
Super built-up  Area,Ready To Move,3,1476.93706,"Tumkur Road,Bangalore",2,13.34222,77.10167,2,65
Built-up  Area,Ready To Move,2,1009.92411,"Mira Road East,Mumbai",3,19.2836,72.8675,2,86.5
Built-up  Area,Ready To Move,2,820.0455581,"Nunna,Vijayawada",2,16.600566,80.684133,1,18
Super built-up  Area,Ready To Move,3,1895.072811,"Sector 81 Faridabad,Faridabad",2,28.392679,77.344375,2,95
Super built-up  Area,22-Nov,3,1599.862377,"Akshaya Nagar,Bangalore",3,12.96991,77.59796,3,93
Super built-up  Area,Ready To Move,4,1993.024415,"Abhay Khand 2,Ghaziabad",2,28.66667,77.41667,1,120
Super built-up  Area,Ready To Move,3,1910.288582,"Zirakpur,Chandigarh",2,30.662283,76.822397,2,60.9
Super built-up  Area,Ready To Move,3,1886.336155,"Vaishali Nagar,Jaipur",4,26.91868,75.750399,0,78
Built-up  Area,Ready To Move,1,414.9715216,"Kasar vadavali,Maharashtra",2,20.084522,72.900306,2,51
Super built-up  Area,Ready To Move,4,1460.209297,"Kundli,Sonipat",2,28.874383,77.113251,2,60
Super built-up  Area,19-May,3,1471.232877,"Kamla Nagar,Jaipur",5,27.221766,78.026673,0,53.7
Super built-up  Area,Ready To Move,2,1032.608696,"Medavakkam,Chennai",2,12.91716,80.19287,2,47.5
Super built-up  Area,Ready To Move,3,2049.958242,"Malleshwaram,Bangalore",2,13.0097,77.5648,3,270
Super built-up  Area,Ready To Move,2,548.417424,"Malad (East),Maharashtra",4,19.1758,72.8643,2,140
Super built-up  Area,Ready To Move,4,3067.190645,"Sector-104 Noida,Noida",4,28.537227,77.370417,2,320
Super built-up  Area,Ready To Move,3,1319.565217,"Nagarbhavi,Bangalore",3,12.957468,77.516563,3,60.7
Super built-up  Area,Ready To Move,3,1245.189042,"Pisoli,Pune",2,18.440853,73.90536,0,55
Super built-up  Area,Ready To Move,1,652.0025794,"Andheri (East),Lalitpur",2,19.1145,72.8712,2,91
Super built-up  Area,Ready To Move,2,1054.852321,"Perungalathur,Chennai",2,12.9182,80.0824,1,45
Super built-up  Area,Ready To Move,1,550,"Kanadia Road,Indore",2,22.72781,75.963175,2,11
Plot  Area,Ready To Move,3,2067.649242,"Chembur,Mumbai",3,19.05871,72.89969,1,390
Super built-up  Area,Ready To Move,1,333.6809176,"Siddhartha Vihar,Ghaziabad",5,28.66667,77.41667,0,16
Super built-up  Area,Ready To Move,4,2180.885183,"Mominpore,Kolkata",2,22.54111,88.33778,2,170
Super built-up  Area,18-Nov,2,1175.006912,"Sector-35D Kharghar,Mumbai",6,19.038205,73.06612,2,85
Super built-up  Area,Ready To Move,3,850.2289078,"Kalwar Road,Jaipur",4,26.9883,75.5846,1,13
Super built-up  Area,Ready To Move,2,1045.205122,"Friends Colony,Nagpur",3,21.178534,79.646656,3,40
Super built-up  Area,Ready To Move,2,1014.492754,"Pallikaranai,Chennai",3,12.9377,80.2153,1,49.7
Plot  Area,Ready To Move,4,2401.719125,"Sector-81 Gurgaon,Gurgaon",3,28.388225,76.946376,1,190
Super built-up  Area,Ready To Move,2,1100.066269,"Bellandur,Bangalore",3,12.9255,77.6765,3,49.8
Super built-up  Area,Ready To Move,2,1223.491028,"Jogeshwari (West),Lalitpur",2,19.141644,72.842908,1,180
Plot  Area,Ready To Move,2,845.0704225,"Chhota Bangarda,Indore",2,22.741503,75.815098,3,21
Super built-up  Area,Ready To Move,2,1154.734411,"Vip Road,Chandigarh",2,22.616946,88.431928,3,40
Built-up  Area,Ready To Move,2,891.9696573,"Narhe,Pune",2,18.442587,73.829832,0,34.1
Super built-up  Area,19-Mar,2,1350.308642,"Sikandra,Agra",3,27.216013,77.950834,2,35
Super built-up  Area,20-Dec,1,648.0077209,"Rajarajeshwari Nagar,Bangalore",3,12.919423,77.522774,1,47
Super built-up  Area,Ready To Move,2,1295.336788,"Borsi,Durg",3,21.163131,81.306849,1,25
Built-up  Area,Ready To Move,3,1632.208923,"Sector-105 Mohali,Mohali",2,30.658839,76.681686,3,45
Super built-up  Area,Ready To Move,3,2235.261246,"Hat Hill,Mangalore",6,12.887837,74.837732,2,160
Built-up  Area,Ready To Move,2,892.8571429,"Noida Extension,Noida",4,28.579004,77.431173,2,35
Super built-up  Area,18-Jun,2,1045.903544,"Ghodbunder Road,Lalitpur",6,24.69028,78.41889,0,90
Super built-up  Area,Ready To Move,2,1050.080775,"Sector-93 Noida,Noida",2,28.5216,77.3863,3,52
Carpet  Area,18-Apr,2,890.3467666,"Basunagar,Kolkata",2,22.69763,88.462075,1,19
Super built-up  Area,Ready To Move,1,415.379334,"Ambernath East,Lalitpur",4,24.6902,78.416,3,24.2
Super built-up  Area,Ready To Move,1,640.0310318,"Dombivli (East),Mumbai",2,19.2167,73.0833,2,33
Super built-up  Area,18-May,2,885.0381964,"Chandivali,Mumbai",2,18.96667,72.83333,2,190
Super built-up  Area,Ready To Move,4,2236.636099,"Gomti Nagar Extension,Lucknow",6,21,77,0,100
Super built-up  Area,Ready To Move,2,1031.314457,"Dahisar (East),Mumbai",2,19.256471,72.868815,2,110
Built-up  Area,Ready To Move,1,631.0224269,"Kandivali (East),Lalitpur",2,19.1955,72.8728,2,74
Super built-up  Area,Ready To Move,3,2026.085855,"Ahinsa Khand 1,Ghaziabad",2,28.9196,76.8972,2,160
Super built-up  Area,18-Aug,4,2375.122429,"Sector-137 Noida,Noida",2,28.506454,77.409568,2,97
Super built-up  Area,18-Jun,2,1350.135014,"New Town,Kolkata",5,22.5922,88.484911,1,60
Super built-up  Area,Ready To Move,2,828.0127694,"Avadi,Chennai",2,21.490368,73.338475,1,41.5
Super built-up  Area,Ready To Move,2,700.1647446,"Chaksu,Jaipur",3,26.6,75.95,2,8.5
Super built-up  Area,Ready To Move,2,730.0481168,"Ganapathipuram,Chennai",2,13.09,80.27,1,44
Super built-up  Area,Ready To Move,2,1289.454505,"Chembur (East),Mumbai",2,19.05871,72.89969,1,230
Super built-up  Area,18-Dec,2,1000,"Ordali Bazar,Varanasi",3,25.30694,83.00611,1,45
Super built-up  Area,Ready To Move,3,1475.14114,"Sector-118 Noida,Noida",3,28.579845,77.403693,0,81
Super built-up  Area,17-Oct,2,996.0159363,"Kanakpura Road,Bangalore",3,12.896796,77.5724,2,40
Plot  Area,Ready To Move,2,1027.115859,"Siddartha Nagar,Pune",2,18.598477,73.903287,1,50
Super built-up  Area,Ready To Move,3,1539.250898,"Balkum,Maharashtra",3,19.222101,72.988231,1,150
Super built-up  Area,Ready To Move,1,658.0343876,"Loni Kalbhor,Pune",3,18.4837,74.0265,2,31
Super built-up  Area,Ready To Move,2,950,"Porur,Chennai",2,13.03478,80.15586,1,47.5
Super built-up  Area,Ready To Move,3,1050.144395,"Mahamayatala,Kolkata",2,22.54111,88.33778,1,40
Super built-up  Area,Ready To Move,1,609.5330976,"Malad (West),Lalitpur",2,19.1849,72.8347,1,100
Plot  Area,Ready To Move,2,722.9832572,"Vasant Vihar,Maharashtra",3,21.10447,79.092709,2,95
Super built-up  Area,Ready To Move,2,800,"Kareli Bagh,Vadodara",3,22.316415,73.202906,2,26
Built-up  Area,Ready To Move,2,1393.048687,"Sector-11 Ghansoli,Mumbai",1,19.126499,72.99956,1,200
Super built-up  Area,Ready To Move,3,1300,"Sodepur,Kolkata",2,22.69995,88.390833,2,52
Super built-up  Area,21-Dec,3,1628.900446,"Electronics City Phase 1,Bangalore",3,12.840956,77.659441,2,87.7
Super built-up  Area,Ready To Move,3,3844.155844,"Sector-65 Gurgaon,Gurgaon",2,28.403138,77.070052,2,370
Super built-up  Area,Ready To Move,3,1609.460831,"Wadala,Lalitpur",2,24.69028,78.41889,1,460
Super built-up  Area,Ready To Move,2,1199.760048,"Mangadu,Chennai",2,13.034709,80.105584,1,40
Super built-up  Area,Ready To Move,1,635.0841057,"Vagator,Goa",2,15.5977,73.745,2,37
Built-up  Area,Ready To Move,2,1210.153483,"Kattanallur,Bangalore",2,12.96991,77.59796,2,82
Super built-up  Area,19-Dec,2,1115.004779,"Sector-137 Noida,Noida",2,28.506454,77.409568,1,70
Built-up  Area,Ready To Move,1,516.7424556,"Krishna Nagar,Bhavnagar",2,21.080371,71.769347,2,12.5
Super built-up  Area,Ready To Move,3,1569.055211,"Hegde Nagar,Bangalore",2,13.070052,77.62715,2,93.5
Super built-up  Area,21-May,3,1564.008496,"Guduvancheri,Chennai",1,12.842686,80.063733,1,81
Built-up  Area,Ready To Move,2,1060.070671,"Pimple Saudagar,Pune",2,18.5956,73.7981,2,75
Super built-up  Area,Ready To Move,3,1627.486438,"Iritty,Kannur",4,21,77,2,45
Super built-up  Area,Ready To Move,3,1608.473911,"Nayapura,Bhopal",2,23.11485,77.565196,3,41
Plot  Area,Ready To Move,4,1905.056122,"Teen Haath Naka,Maharashtra",2,18.96,72.82,2,370
Super built-up  Area,18-Apr,3,1441.137937,"Sarjapur Road,Bangalore",2,12.86,77.786,1,77
Super built-up  Area,Ready To Move,3,2051.0191,"Pimple Nilakh,Pune",2,18.576018,73.793901,2,160
Super built-up  Area,21-Dec,2,736.0861759,"Mukundapur,Kolkata",2,22.491565,88.402473,,41
Super built-up  Area,Ready To Move,2,1106.83603,"Chandivali,Mumbai",5,18.96667,72.83333,2,210
Super built-up  Area,Ready To Move,1,650.0893873,"Dombivli (East),Lalitpur",3,19.2167,73.0833,0,40
Super built-up  Area,Ready To Move,2,898.7341772,"Sector 82 Faridabad,Faridabad",2,28.394375,77.357227,3,21.3
Super built-up  Area,Ready To Move,3,1550.126369,"Sector-78 Noida,Noida",2,28.560719,77.386208,1,92
Super built-up  Area,Ready To Move,4,3200,"Kharghar,Maharashtra",3,19.038205,73.06612,1,320
Super built-up  Area,19-Jul,3,1710.0171,"Sector-23 Kharghar,Maharashtra",2,19.055891,73.067869,1,190
Super built-up  Area,19-Mar,1,695.0122649,"Taloja,Mumbai",8,19.076057,73.097319,1,34
Super built-up  Area,Ready To Move,2,906.002265,"Dange Chowk,Pune",2,18.53,73.84,1,80
Super built-up  Area,Ready To Move,2,1044.045677,"Pradhan Nagar,Siliguri",2,26.733669,88.41908,0,32
Super built-up  Area,18-May,3,1000,"Sector 84 Faridabad,Faridabad",2,28.40473,77.367514,3,39
Super built-up  Area,Ready To Move,3,1400.203666,"Aliganj,Lucknow",2,26.901749,80.947037,1,55
Super built-up  Area,Ready To Move,2,1229.508197,"Sector 34C Kharghar,Mumbai",1,19.038205,73.06612,1,120
Super built-up  Area,Ready To Move,3,1876.407305,"Hebbal,Bangalore",2,13.04034,77.591347,2,150
Built-up  Area,Ready To Move,3,1244.788565,"Apna Ghar Shalimar,Alwar",2,27.56246,76.625,2,20.9
Plot  Area,Immediate Possession,2,1240.927183,"Balabagya Nagar North,Tirunelveli",2,8.744463,77.71075,2,53
Super built-up  Area,18-Apr,3,100,"Govind Nagar,Kanpur",2,26.445769,80.304593,3,42
Super built-up  Area,Ready To Move,3,1520.036849,"Taloja,Mumbai",2,19.076057,73.097319,2,66
Super built-up  Area,18-Sep,3,1800.032728,"Krishna Nagar,Visakhapatnam",2,28.656401,77.2889135,1,110
Plot  Area,18-Nov,3,1230.0123,"Paithan Road,Aurangabad",3,19.48,75.38,2,40
Super built-up  Area,18-Apr,3,1269.805847,"Kanakpura Road,Bangalore",2,12.896796,77.5724,0,56.9
Super built-up  Area,21-Jun,2,980.0918836,"Narendrapur,Kolkata",3,22.43917,88.39583,3,32
Super built-up  Area,Ready To Move,2,1193.317422,"Sector-8 Ulwe,Lalitpur",2,19.216097,72.821721,3,110
Plot  Area,Ready To Move,3,1300.156915,"Sector 84 Faridabad,Faridabad",1,28.40473,77.367514,2,58
Built-up  Area,Ready To Move,1,725.294651,"Atladra,Vadodara",2,22.271018,73.154216,3,16
Built-up  Area,Ready To Move,2,1143.074871,"Electronics City Phase 1,Bangalore",3,12.840956,77.659441,1,60
Super built-up  Area,Ready To Move,2,900,"Shanti Nagar, Sullad Road,Hubli",2,15.453333,75.00835,1,18
Super built-up  Area,18-Mar,2,760.0657354,"Indirapuram,Ghaziabad",2,28.63676,77.36315,0,37
Super built-up  Area,Ready To Move,4,2157.031924,"Vaibhav Khand,Ghaziabad",4,28.9196,76.8972,1,100
Built-up  Area,Ready To Move,2,1078.122408,"Karpe Nagar,Pune",2,18.490507,73.818086,2,65
Built-up  Area,Ready To Move,3,1178.146038,"Mira Road,Lalitpur",2,19.283359,72.864964,1,91
Plot  Area,Ready To Move,2,1105.060858,"Dronagiri,Maharashtra",3,18.96,72.82,1,69
Super built-up  Area,18-Aug,5,2300.405954,"Old Alwal,Secunderabad",2,17.509327,78.501154,2,85
Plot  Area,Ready To Move,3,1309.823678,"Sector-33 Karnal,Karnal",2,29.952024,76.898709,1,52
Super built-up  Area,Ready To Move,3,1353.179973,"Bommasandra,Bangalore",3,12.82,77.69,1,50
Super built-up  Area,Ready To Move,3,1762.114537,"Sector-20 Panchkula,Panchkula",3,30.6665,76.8625,2,100
Super built-up  Area,18-Jun,2,1259.559154,"Deonar,Mumbai",2,19.049513,72.919204,3,280
Super built-up  Area,Ready To Move,3,1652.528368,"Sector-9 Ulwe,Maharashtra",2,18.973908,73.025106,2,150
Super built-up  Area,Ready To Move,2,1095.290252,"Kharghar,Mumbai",3,19.038205,73.06612,2,100
Super built-up  Area,Ready To Move,2,1000,"Japanese Zone,Neemrana",3,27.98889,76.38833,3,30
Super built-up  Area,21-Dec,1,608.6142322,"Lohegaon,Pune",4,18.595456,73.946088,,19.5
Plot  Area,Ready To Move,1,438.1505689,"Palghar,Palghar",2,19.696531,72.767746,,18.1
Super built-up  Area,Ready To Move,3,840.0926999,"Race Course,Rajkot",3,22.306856,70.789059,0,72.5
Built-up  Area,Ready To Move,2,1016.191315,"Kanjur Marg (East),Mumbai",2,19.221571,73.042474,2,150
Super built-up  Area,18-Jun,3,1900.23753,"Sama,Vadodara",2,22.340396,73.19706,2,80
Plot  Area,Ready To Move,2,1040.009788,"Shanti Park,Lalitpur",3,19.281243,72.867546,1,85
Super built-up  Area,Ready To Move,2,1015.821647,"Rayasandra,Bangalore",2,12.87004,77.673275,2,56.5
Super built-up  Area,Ready To Move,2,1705.902422,"Porur,Chennai",2,13.03478,80.15586,2,100
Super built-up  Area,Ready To Move,4,2229.157379,"Sector 81 Faridabad,Faridabad",1,28.392679,77.344375,2,100
Super built-up  Area,21-Jul,2,1234.450669,"Rajaji Nagar,Bangalore",8,12.9847,77.5491,3,130
Plot  Area,Ready To Move,2,1000,"Ostwal Nagar Thokar Chauraha,Udaipur",3,23.973136,73.808039,1,55
Super built-up  Area,Ready To Move,2,1500,"Ankleshwar GIDC,Bharuch",2,21.610509,73.030424,2,33
Plot  Area,16-Mar,3,1130.136986,"Sector-168 Noida,Noida",2,28.494868,77.410298,3,49.5
Super built-up  Area,18-Jul,3,1300,"Gubbalala,Bangalore",6,12.96991,77.59796,1,49.4
Super built-up  Area,Ready To Move,1,690.0690069,"Taloja Panchanand,Mumbai",3,18.96667,72.83333,1,46
Super built-up  Area,Ready To Move,2,1100.076394,"Hennur Bande,Bangalore",3,13.036614,77.638008,1,72
Built-up  Area,Ready To Move,3,975.243811,"Sagarbhanga,Durgapur",2,23.55,87.32,1,26
Super built-up  Area,Ready To Move,3,1600,"Sector-75 Noida,Noida",2,28.576117,77.382136,2,73.6
Built-up  Area,18-Dec,3,2072.289157,"Mussoorie Road,Dehradun",2,30.4571,78.055,2,86
Super built-up  Area,18-Apr,2,1290.489095,"Hadapsar,Pune",2,18.49667,73.94167,2,100
Built-up  Area,Ready To Move,3,2930.005426,"Hebbal,Bangalore",2,13.04034,77.591347,2,270
Built-up  Area,Ready To Move,3,2145.002145,"Koramangala,Bangalore",2,12.9259,77.6229,1,200
Plot  Area,Ready To Move,2,1299.649533,"Nipania,Indore",2,22.760061,75.928572,0,44.5
Built-up  Area,Ready To Move,1,534.8101266,"Karjat,Mumbai",2,18.96667,72.83333,1,16.9
Super built-up  Area,18-Nov,2,581.0810811,"Dombivli (East),Maharashtra",3,19.2167,73.0833,2,55.9
Built-up  Area,Ready To Move,4,1973.760594,"Khar West,Lalitpur",3,19.0705,72.8309,2,850
Super built-up  Area,Ready To Move,2,1240,"Raja Rajeswari Nagar,Bangalore",5,12.926424,77.510709,,62
Super built-up  Area,20-Jan,3,1385.037085,"Manyata Tech Park,Bangalore",3,21.204896,81.183956,2,85.9
Super built-up  Area,Ready To Move,2,849.583761,"Thane West,Mumbai",2,19.18,72.96333,1,74.5
Super built-up  Area,Ready To Move,2,737.0184255,"Kabir Nagar,Raipur",3,30.872533,75.881216,,17.6
Super built-up  Area,18-Jul,3,1500,"Sector-7 Vidhyadhar Nagar,Jaipur",2,26.959353,75.779194,1,75
Built-up  Area,Ready To Move,2,1275.045537,"Raj Nagar Extension,Ghaziabad",3,26.900926,75.775927,1,35
Built-up  Area,Ready To Move,2,942.408377,"Bicholi Mardana,Indore",2,22.1764,75.8193,2,18
Built-up  Area,Ready To Move,3,1450.209475,"Lawyer Pet,Ongole",4,15.503869,80.038972,1,45
Super built-up  Area,Ready To Move,2,1425.081433,"Sector-84 Gurgaon,Gurgaon",2,28.408144,76.963756,2,70
Super built-up  Area,19-Sep,2,1045.652174,"Nagarbhavi,Bangalore",2,12.957468,77.516563,2,48.1
Super built-up  Area,Ready To Move,2,762.2641509,"Barasat,Kolkata",3,22.747639,88.600902,2,20.2
Super built-up  Area,18-Aug,2,562.1755976,"Bhayandarpada,Mumbai",2,18.96667,72.83333,2,76.9
Plot  Area,Ready To Move,8,1250,"Subramaniapuram,Madurai",3,9.908568,78.113247,2,100
Plot  Area,Ready To Move,3,1220,"Pallavaram,Chennai",1,12.968,80.1502,1,61
Plot  Area,18-Nov,3,1733.291693,"Sector-79 Noida,Noida",3,28.558047,77.392752,1,111
Super built-up  Area,Ready To Move,2,1320.007543,"Varthur,Bangalore",3,12.9407,77.7466,3,140
Super built-up  Area,Ready To Move,3,1165.660998,"Kandivali (East),Mumbai",7,19.1955,72.8728,2,170
Super built-up  Area,Ready To Move,2,688.372093,"Bidhannagar,Durgapur",3,22.58,88.42,1,14.8
Super built-up  Area,18-Aug,2,1263.976665,"Kundli,Sonipat",5,28.874383,77.113251,3,26
Super built-up  Area,Ready To Move,2,1258.020165,"7th Phase JP Nagar,Bangalore",1,35,136,2,54.9
Super built-up  Area,20-Jan,3,1170.138076,"E M Bypass,Kolkata",1,22.54111,88.33778,2,50
Super built-up  Area,Ready To Move,2,991.0425005,"Hadapsar,Pune",2,18.49667,73.94167,3,52
Super built-up  Area,18-Jun,2,554.2570952,"Ghodbunder Road,Mumbai",2,28.743724,76.811315,2,83
Built-up  Area,21-Dec,4,2209.72278,"Sector-126 Mohali,Mohali",2,30.756258,76.655851,1,110
Super built-up  Area,18-Mar,4,3915.055167,"Hebbal Kempapura,Bangalore",3,13.051,77.5962,2,330
Built-up  Area,Ready To Move,3,2070.141257,"sector-121 Noida,Noida",5,28.602325,77.401994,2,170
Super built-up  Area,Ready To Move,3,1224.489796,"Ambivali,Lalitpur",3,24.69028,78.41889,1,240
Super built-up  Area,Ready To Move,3,1615.141956,"Sector-150 Noida,Noida",3,28.429614,77.481711,2,76.8
Super built-up  Area,Ready To Move,2,1206.140351,"Ghodbunder Road,Maharashtra",2,18.96,72.82,1,88
Super built-up  Area,Ready To Move,3,1467.13615,"Binny Pete,Bangalore",2,12.96991,77.59796,3,150
Super built-up  Area,Ready To Move,2,808.9607965,"Narendrapur,Kolkata",2,22.43917,88.39583,2,39
Super built-up  Area,Ready To Move,2,1170.091324,"Kaspate Vasti,Pune",2,18.52361,73.84778,1,82
Built-up  Area,Ready To Move,3,1684.098564,"Ambalipura,Bangalore",1,12.915026,77.668562,1,95
Super built-up  Area,Ready To Move,2,1320.007543,"Andheri (East),Mumbai",3,19.1145,72.8712,2,210
Super built-up  Area,Ready To Move,1,516.0390516,"Sultanpur Road,Lucknow",2,27.04965,80.851214,1,18.5
Super built-up  Area,19-Apr,2,974.3589744,"Perumbakkam,Chennai",2,12.9053,80.1986,1,45.6
Super built-up  Area,Ready To Move,2,1000,"Srinivasapuram, Korattur,Chennai",2,13.114624,80.188519,2,68
Plot  Area,Ready To Move,3,1924.097665,"Chembur (East),Lalitpur",2,19.05871,72.89969,1,290
Super built-up  Area,Ready To Move,2,1005.025126,"Narmada Colony,Nagpur",2,21.177514,79.04319,,40
Super built-up  Area,18-Jun,4,4082.082966,"Eon Free Zone,Pune",4,18.5511925,73.9499365,1,370
Super built-up  Area,Ready To Move,2,1300.148588,"Kaithu,Shimla",3,31.111584,77.164183,1,70
Super built-up  Area,Ready To Move,2,1242.236025,"Sector 20 Kharghar,Mumbai",4,19.049214,73.072916,1,160
Super built-up  Area,Ready To Move,2,1100.029334,"Sector-49 Chandigarh,Chandigarh",3,30.692243,76.750614,2,75
Built-up  Area,Ready To Move,4,2427.184466,"Hinjewadi,Lalitpur",2,18.5853,73.7413,1,170
Super built-up  Area,Ready To Move,2,1200.192031,"Alwar Bhiwadi Road,Bhiwadi",2,28.21,76.87,1,25
Super built-up  Area,Ready To Move,2,842.2416586,"Mansarovar,Jaipur",5,26.8626,75.7633,3,26
Super built-up  Area,Ready To Move,2,1100.352113,"prakash colony, Kusugal road,Hubli",2,23.100981,87.371582,1,25
Super built-up  Area,Ready To Move,3,1050.128789,"Lenin Nagar,Chennai",2,14.64809,77.620513,1,53
Super built-up  Area,Ready To Move,1,650.0072223,"Sector-9 Ulwe,Lalitpur",5,28.716907,77.124699,2,45
Super built-up  Area,Ready To Move,1,790.02079,"Chaudi,Goa",2,15.006537,74.04397,1,38
Super built-up  Area,Ready To Move,3,1451.87602,"Bapuji Nagar,Bhubaneswar",2,20.260071,85.831893,0,89
Super built-up  Area,18-Dec,2,1155.9064,"Kaikhali,Kolkata",3,22.632263,88.435382,2,82
Plot  Area,Ready To Move,3,1232.264845,"Zirakpur,Chandigarh",2,30.662283,76.822397,3,46.9
Super built-up  Area,Ready To Move,3,1149.782474,"Kaikhali,Kolkata",2,22.632263,88.435382,2,37
Plot  Area,Ready To Move,2,1100.038825,"Abinav Kailas Velachery Road Venkatapuram Saidapet,Chennai",3,12.982389,80.223183,,85
Super built-up  Area,Ready To Move,1,322.9834819,"Bhandup (West),Lalitpur",4,19.147866,72.932609,0,56.9
Carpet  Area,Ready To Move,2,1339.285714,"Sector 88 Faridabad,Faridabad",6,28.431862,77.351104,3,49.5
Super built-up  Area,Ready To Move,3,1000,"New Alkapuri,Vadodara",2,22.31055,73.1695,2,42
Super built-up  Area,Ready To Move,2,1126.797905,"Majiwada,Lalitpur",2,19.218498,72.992114,1,170
Super built-up  Area,Ready To Move,3,1394.466756,"Malad (West),Mumbai",2,19.1849,72.8347,1,250
Super built-up  Area,Ready To Move,2,1175.015461,"Sama,Vadodara",2,22.340396,73.19706,1,38
Built-up  Area,18-Dec,2,1000,"Bedla,Udaipur",3,24.6345,73.695,1,20
Super built-up  Area,19-Jan,2,1050.080775,"Sector-62 Noida,Noida",2,28.6221,77.3674,0,65
Super built-up  Area,Ready To Move,3,1415.09434,"Vaibhav Khand,Ghaziabad",2,28.9196,76.8972,2,78
Built-up  Area,Ready To Move,3,1560.549313,"Panathur,Bangalore",6,12.9381,77.7042,2,100
Super built-up  Area,18-Dec,2,1020.116807,"Mira Road,Mumbai",2,19.283359,72.864964,1,78.6
Super built-up  Area,Ready To Move,3,1200.068575,"Chatrapati Nagar,Nagpur",2,21.108188,79.072445,3,70
Built-up  Area,Ready To Move,2,819.5876289,"Sector-115 Mohali,Mohali",2,30.712867,76.648557,1,15.9
Built-up  Area,Ready To Move,3,2271.51256,"Sector-28 Rohtak,Rohtak",4,28.870999,76.636211,1,85
Super built-up  Area,Ready To Move,1,400,"Amroli,Surat",2,21.23994,72.85652,3,10
Built-up  Area,Ready To Move,2,1045.016077,"Sector-75 Noida,Noida",2,28.576117,77.382136,2,52
Built-up  Area,Ready To Move,3,1450.116009,"Sector-49 Chandigarh,Chandigarh",3,30.692243,76.750614,3,75
Super built-up  Area,Ready To Move,1,700.0840101,"Near Gulachi Mandir,Lucknow",2,27.363912,80.21365,2,25
Built-up  Area,Ready To Move,1,414.9715216,"Kasar vadavali,Mumbai",3,18.205923,72.999182,2,51
Super built-up  Area,Ready To Move,4,2800,"Laxman Nagar,Pune",2,18.980816,75.755636,2,210
Plot  Area,Ready To Move,3,1398.210291,"Sector - 25,Rewari",3,28.582887,77.339935,3,75
Super built-up  Area,Ready To Move,2,724.137931,"Panchavati,Maharashtra",2,20.014966,73.807894,1,21
Super built-up  Area,Ready To Move,2,934.0422474,"Dhokali,Lalitpur",3,24.69028,78.41889,2,130
Plot  Area,Ready To Move,1,567.3991473,"Shakti Udyog Nagar,Palghar",2,19.708959,72.784433,1,17.3
Built-up  Area,Ready To Move,2,1192.102322,"Sector-16 Ulwe,Mumbai",1,19.076466,72.999804,2,96
Super built-up  Area,Ready To Move,2,661.2254554,"Tathawade,Pune",4,18.6182,73.7447,2,55.9
Built-up  Area,Ready To Move,3,3000,"Sector-63A Gurgaon,Gurgaon",2,28.359199,76.836683,2,180
